show_id,type,title,director,date_added,release_year,rating,duration,listed_in,country1
s7199,Movie,Kill Bill: Vol. 2,Quentin Tarantino,2020-01-01,2004,R,137 min,Action & Adventure,United States
s7200,Movie,Kill Command,Steven Gomez,2017-02-23,2016,TV-MA,100 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",United Kingdom
s7201,Movie,Kill Hitler! The Luck of the Devil,Frédéric Tonolli,2019-05-01,2015,TV-14,53 min,"Documentaries, International Movies",France
s7202,Movie,Kill Ratio,Paul Tanter,2017-02-17,2016,TV-MA,87 min,Action & Adventure,United States
s7203,Movie,Kill the Irishman,Jonathan Hensleigh,2020-08-21,2011,R,106 min,"Action & Adventure, Dramas, Independent Movies",United States
s7204,Movie,Killer Klowns from Outer Space,Stephen Chiodo,2020-04-01,1988,PG-13,86 min,"Comedies, Cult Movies, Horror Movies",United States
s7205,Movie,Killers,Robert Luketic,2021-01-01,2010,PG-13,100 min,"Action & Adventure, Comedies, Romantic Movies",United States
s7206,Movie,Kills on Wheels,Attila Till,2018-03-15,2016,TV-MA,103 min,"Action & Adventure, Dramas, International Movies",Hungary
s7207,Movie,Kilo Two Bravo,Paul Katis,2019-03-01,2014,R,109 min,"Dramas, Independent Movies, Thrillers",United Kingdom
s7208,Movie,King Jack,Felix Thompson,2016-07-01,2015,NR,81 min,"Dramas, Independent Movies",United States
s7209,Movie,King's Ransom,Jeffrey W. Byrd,2019-11-01,2005,PG-13,98 min,"Action & Adventure, Comedies",United States
s7210,TV Show,Kingdoms of the Sky,Steve Greenwood,2018-10-01,2018,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Not Given
s7211,Movie,Kingpin,"Peter Farrelly, Bobby Farrelly",2020-01-01,1996,PG-13,114 min,"Comedies, Cult Movies, Sports Movies",United States
s7212,Movie,Kings,Deniz Gamze Ergüven,2018-10-29,2017,R,87 min,Dramas,France
s7213,Movie,Kis Kisko Pyaar Karoon,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",2017-11-01,2015,TV-PG,132 min,"Comedies, International Movies",India
s7214,Movie,Kiss the Girls,Gary Fleder,2020-01-01,1997,R,116 min,Thrillers,United States
s7215,TV Show,Kiss The Series,Not Given,2019-05-26,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",United States
s7216,TV Show,Kitten Rescuers,Not Given,2019-10-02,2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",United Kingdom
s7217,Movie,KL Zombi,Woo Ming Jin,2017-08-21,2013,TV-14,92 min,"Comedies, Horror Movies, International Movies",Malaysia
s7218,TV Show,Knights of Sidonia,Not Given,2019-12-01,2015,TV-MA,2 Seasons,"Anime Series, International TV Shows",Japan
s7219,Movie,Knock Knock,Eli Roth,2020-11-01,2015,R,99 min,"Horror Movies, Thrillers",United States
s7220,Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens",2017-03-31,1945,TV-14,63 min,"Classic Movies, Documentaries",United States
s7221,Movie,Knowing,Alex Proyas,2019-10-01,2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",United States
s7222,Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,2017-03-01,2016,TV-G,56 min,Documentaries,United Kingdom
s7223,TV Show,Kon Kon Kon,Not Given,2018-02-16,2014,TV-PG,1 Season,"Docuseries, International TV Shows",United States
s7224,Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg",2019-04-26,2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies",United Kingdom
s7225,Movie,Koshish,Gulzar,2019-12-31,1972,TV-14,115 min,"International Movies, Romantic Movies",India
s7226,Movie,Kraftidioten,Hans Petter Moland,2017-01-05,2014,TV-MA,117 min,"Comedies, International Movies, Thrillers",Norway
s7227,Movie,Krish Trish and Baltiboy,Not Given,2017-09-08,2009,TV-Y7,58 min,Children & Family Movies,United States
s7228,Movie,Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty",2017-09-08,2013,TV-Y7,62 min,Children & Family Movies,Not Given
s7229,Movie,Krish Trish and Baltiboy: Best Friends Forever,"Munjal Shroff, Tilak Shetty",2017-09-08,2016,TV-Y,65 min,Children & Family Movies,Not Given
s7230,Movie,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,2017-09-08,2012,TV-Y7,61 min,Children & Family Movies,India
s7231,Movie,Krish Trish and Baltiboy: Face Your Fears,Tilak Shetty,2017-11-17,2017,TV-Y7,65 min,Children & Family Movies,India
s7232,Movie,Krish Trish and Baltiboy: Oversmartness Never Pays,Tilak Shetty,2017-09-08,2017,TV-Y7,65 min,Children & Family Movies,India
s7233,Movie,Krish Trish and Baltiboy: Part II,Not Given,2017-09-08,2010,TV-Y7,58 min,Children & Family Movies,United States
s7234,Movie,Krish Trish and Baltiboy: The Greatest Trick,"Munjal Shroff, Tilak Shetty",2017-09-08,2013,TV-Y7,60 min,Children & Family Movies,Not Given
s7235,Movie,Krisha,Trey Edward Shults,2018-11-07,2015,R,81 min,"Dramas, Independent Movies",United States
s7236,TV Show,Krishna Balram,Not Given,2019-07-08,2019,TV-Y7,1 Season,Kids' TV,United States
s7237,Movie,Kristy,Oliver Blackburn,2015-10-31,2013,NR,85 min,Horror Movies,United States
s7238,Movie,Krystal,William H. Macy,2019-01-01,2017,R,93 min,"Comedies, Dramas",United States
s7239,Movie,Kuldip Patwal: I Didn't Do It!,Remy Kohli,2019-12-31,2017,TV-MA,126 min,"Dramas, Independent Movies, International Movies",India
s7240,Movie,Kung Fu Hustle,Stephen Chow,2020-04-01,2004,R,99 min,"Action & Adventure, Comedies, Cult Movies",Hong Kong
s7241,Movie,Kung Fu Magoo,Andrés Couturier,2018-08-01,2010,TV-Y7,79 min,"Children & Family Movies, Comedies",Mexico
s7242,Movie,Kung Fu Panda: Holiday,Tim Johnson,2012-12-01,2010,TV-PG,26 min,"Children & Family Movies, Comedies",United States
s7243,Movie,Kung Fu Yoga,Stanley Tong,2017-10-06,2017,TV-PG,107 min,"Action & Adventure, Comedies, International Movies",China
s7244,Movie,Kuppivala,Suresh Pillai,2018-08-01,2017,TV-14,133 min,"Dramas, International Movies, Romantic Movies",Not Given
s7245,Movie,Kurt & Courtney,Nick Broomfield,2019-01-08,1998,R,95 min,"Documentaries, Music & Musicals",United Kingdom
s7246,TV Show,Kurt Seyit & Sura,Not Given,2016-12-26,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Turkey
s7247,Movie,Kurtulus Son Durak,Yusuf Pirhasan,2017-03-10,2012,TV-MA,100 min,"Comedies, Dramas, International Movies",Turkey
s7248,Movie,Kya Kehna,Kundan Shah,2018-04-01,2000,TV-PG,149 min,"Dramas, International Movies, Romantic Movies",India
s7249,Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,2018-03-12,2017,TV-MA,52 min,Music & Musicals,United States
s7250,Movie,Kyun! Ho Gaya Na,Samir Karnik,2018-03-01,2004,TV-PG,165 min,"International Movies, Romantic Movies",India
s7251,Movie,La Última Fiesta,"Leandro Mark, Nicolás Silbert",2017-02-01,2016,TV-MA,104 min,"Comedies, International Movies",Argentina
s7252,Movie,LA 92,"Daniel Lindsay, T.J. Martin",2018-03-01,2017,R,114 min,Documentaries,United States
s7253,Movie,La Bamba,Luis Valdez,2020-01-01,1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals",United States
s7254,Movie,La Coppia dei Campioni,Giulio Base,2017-02-15,2016,TV-MA,88 min,"Comedies, International Movies",Italy
s7256,TV Show,La Femme,Not Given,2017-10-16,2016,TV-14,1 Season,"International TV Shows, TV Dramas",United States
s7257,TV Show,La Piloto,Not Given,2018-04-02,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Mexico
s7258,TV Show,La Rosa de Guadalupe,Not Given,2019-01-15,2010,TV-PG,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",Mexico
s7259,TV Show,La Viuda Negra,Alejandro Lozano,2019-01-15,2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia
s7260,Movie,Laal Rang,Syed Ahmad Afzal,2018-03-01,2016,TV-14,143 min,"Dramas, International Movies, Thrillers",India
s7261,Movie,Laddaland,Sopon Sukdapisit,2018-09-07,2011,TV-MA,112 min,"Horror Movies, International Movies",Thailand
s7262,Movie,Lady Bloodfight,Chris Nahon,2017-08-05,2016,R,101 min,Action & Adventure,Hong Kong
s7263,Movie,Lady in the Water,M. Night Shyamalan,2019-07-01,2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers",United States
s7264,Movie,Lady-Like,Not Given,2019-01-18,2018,NC-17,83 min,"Comedies, Independent Movies",United States
s7265,TV Show,"Lady, la vendedora de rosas",Not Given,2018-04-01,2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Colombia
s7266,Movie,Lalbaug Parel: Zali Mumbai Sonyachi,Mahesh Manjrekar,2018-03-15,2010,TV-MA,145 min,"Dramas, International Movies",India
s7267,TV Show,Land Girls,Not Given,2017-08-01,2011,TV-14,3 Seasons,"British TV Shows, International TV Shows, TV Dramas",United Kingdom
s7268,Movie,Larceny,R. Ellis Frazier,2017-09-15,2017,TV-14,87 min,Action & Adventure,United States
s7269,TV Show,Last,Not Given,2017-05-22,2015,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",South Korea
s7270,Movie,Last Ferry,Jaki Bradley,2020-03-11,2019,TV-MA,86 min,"Dramas, Independent Movies, LGBTQ Movies",United States
s7271,Movie,Last Knights,Kazuaki Kiriya,2019-08-01,2015,R,115 min,Action & Adventure,United Kingdom
s7272,Movie,Last Night,Massy Tadjedin,2019-01-01,2010,R,93 min,"Dramas, Independent Movies, Romantic Movies",United States
s7273,Movie,Le K Benzema,"Damien Piscarel, Florent Bodin",2018-05-01,2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies",France
s7274,Movie,Le serment des Hitler,Emmanuel Amara,2019-05-01,2014,TV-PG,54 min,"Documentaries, International Movies",France
s7275,Movie,Leap Year,Anand Tucker,2019-11-15,2010,PG,100 min,"Comedies, Romantic Movies",United States
s7276,Movie,LeapFrog: Letter Factory,Roy Allen Smith,2020-04-15,2003,TV-Y,37 min,Children & Family Movies,United States
s7277,Movie,LeapFrog: Numberland,Ron Myrick,2020-04-15,2011,TV-Y,33 min,Movies,United States
s7278,Movie,LeapFrog: Phonics Farm,Ron Myrick,2020-04-15,2011,TV-Y,35 min,Movies,United States
s7279,Movie,"LeapFrog: Sing-along, Read-along",Ron Myrick,2020-04-15,2011,TV-Y,32 min,Children & Family Movies,United States
s7280,TV Show,Learning Time with Timmy,Not Given,2020-05-15,2018,TV-Y,1 Season,"British TV Shows, Kids' TV",United Kingdom
s7281,Movie,Lechmi,B.N. Shajeer Sha,2018-08-01,2017,TV-MA,147 min,"Comedies, Horror Movies, International Movies",India
s7282,Movie,Left Behind,Vic Armstrong,2018-12-26,2014,PG-13,110 min,"Action & Adventure, Faith & Spirituality, Sci-Fi & Fantasy",United States
s7283,Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,2020-01-01,2010,PG,97 min,Children & Family Movies,United States
s7284,Movie,Legend of the Naga Pearls,Yang Lei,2018-03-30,2017,TV-MA,108 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",China
s7285,Movie,Legendary Weapons of China,Chia-Liang Liu,2018-08-16,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies",Hong Kong
s7286,TV Show,Legends of Strength,Not Given,2019-01-18,2017,TV-PG,1 Season,Docuseries,United States
s7287,Movie,Legion,Scott Stewart,2019-11-01,2010,R,100 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",United States
s7288,TV Show,Lego Friends,Not Given,2019-02-01,2017,TV-G,3 Seasons,Kids' TV,South Korea
s7289,TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray",2019-02-01,2018,TV-Y,1 Season,Kids' TV,Denmark
s7290,Movie,LEGO House - Home of the Brick,"Anders Falck, Stinus Morell Vithner",2018-06-15,2018,TV-G,48 min,"Documentaries, International Movies",Not Given
s7291,Movie,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,Not Given,2019-02-01,2016,TV-Y7-FV,44 min,"Action & Adventure, Children & Family Movies",Denmark
s7292,TV Show,Leo & Tig,Not Given,2018-08-20,2017,TV-Y,1 Season,Kids' TV,United States
s7293,Movie,Leo the Lion,Mario Cambi,2015-12-20,2013,TV-Y7-FV,78 min,"Children & Family Movies, Comedies",United States
s7294,Movie,"Les Bleus - Une autre histoire de France, 1996-2016","Pascal Blanchard, Sonia Dauger, David Dietz",2017-03-15,2016,TV-MA,103 min,"Documentaries, International Movies, Sports Movies",France
s7295,Movie,Let There Be Light,John Huston,2017-03-31,1946,TV-PG,58 min,"Classic Movies, Documentaries",United States
s7296,TV Show,Leyla and Mecnun,Onur Ünlü,2017-04-15,2014,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",Turkey
s7297,Movie,Lez Bomb,Jenna Laurenzo,2019-02-07,2018,TV-14,90 min,"Comedies, LGBTQ Movies",United States
s7298,TV Show,License to Drill: Louisiana,Not Given,2019-10-02,2014,TV-PG,1 Season,Reality TV,Canada
s7299,Movie,Life After Beth,Jeff Baena,2018-07-21,2014,R,89 min,"Comedies, Horror Movies, Independent Movies",United States
s7300,Movie,Life in the Doghouse,Ron Davis,2019-06-01,2018,TV-PG,83 min,"Documentaries, LGBTQ Movies",United States
s7301,TV Show,Life on Location,Alastair Fothergill,2015-04-22,2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",United States
s7302,TV Show,Life Story,Alastair Fothergill,2016-06-20,2014,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",United Kingdom
s7303,Movie,Lifechanger,Justin McConnell,2019-05-28,2018,TV-MA,84 min,"Horror Movies, Independent Movies, Thrillers",Canada
s7304,Movie,Lifeline,Johnnie To,2018-08-16,1997,TV-14,104 min,"Action & Adventure, International Movies",Hong Kong
s7305,Movie,Like Arrows,Kevin Peeples,2019-05-06,2018,TV-PG,99 min,"Dramas, Faith & Spirituality",United States
s7306,Movie,Like Water for Chocolate,Alfonso Arau,2019-11-01,1992,R,105 min,"Classic Movies, Dramas, International Movies",Mexico
s7307,Movie,Lila & Eve,Charles Stone III,2016-02-06,2015,R,94 min,"Dramas, Thrillers",United States
s7308,TV Show,Limmy's Show!,Not Given,2019-10-01,2012,TV-MA,2 Seasons,"British TV Shows, TV Comedies",United Kingdom
s7309,Movie,Lincoln,Steven Spielberg,2018-02-21,2012,PG-13,150 min,Dramas,United States
s7310,Movie,Lion's Heart,Karim El Sobky,2019-05-09,2013,TV-14,111 min,"Action & Adventure, International Movies",Egypt
s7311,Movie,Listen Up! The Lives of Quincy Jones,Ellen Weissbrod,2019-11-01,1990,TV-14,116 min,"Documentaries, Music & Musicals",Not Given
s7312,Movie,Little Dragon Maiden,Hua Shan,2018-08-01,1983,TV-14,92 min,"Action & Adventure, International Movies, Romantic Movies",Hong Kong
s7314,Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,2018-03-15,2016,TV-Y7,23 min,"Children & Family Movies, Comedies",Australia
s7315,Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,2018-03-15,2016,TV-Y7,25 min,"Children & Family Movies, Comedies",Australia
s7316,Movie,Little Men,Ira Sachs,2017-01-12,2016,PG,85 min,"Dramas, Independent Movies",United States
s7317,Movie,Little Nicky,Steve Brill,2020-12-01,2000,PG-13,90 min,Comedies,United States
s7318,Movie,Little Singham aur Kaal ka Mahajaal,Prakash Satam,2018-12-01,2018,TV-Y7-FV,68 min,"Children & Family Movies, Comedies",Not Given
s7319,Movie,Little Singham Bandarpur Mein Hu Ha Hu,Not Given,2019-07-11,2019,TV-Y7,67 min,"Children & Family Movies, Comedies",South Korea
s7320,Movie,Little Singham in London,Prakash Satam,2019-04-22,2019,TV-Y7,66 min,"Children & Family Movies, Comedies",Not Given
s7321,Movie,Little Sister,Zach Clark,2017-01-14,2016,NR,91 min,"Comedies, Dramas, Independent Movies",United States
s7322,TV Show,Liv and Maddie,Not Given,2017-04-23,2017,TV-G,4 Seasons,"Kids' TV, TV Comedies",United States
s7323,Movie,Lizzie Borden Took an Ax,Nick Gomez,2016-07-25,2014,TV-14,87 min,Thrillers,United States
s7324,Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,2016-12-23,2016,PG-13,98 min,Documentaries,United States
s7325,TV Show,Lo que la verdad esconde: El caso Asunta (Operacion Nenúfar),Not Given,2019-02-01,2017,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Spain
s7326,TV Show,Lo que la vida me robó,Not Given,2017-12-31,2013,TV-14,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows",Mexico
s7327,Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,2019-01-01,1998,R,108 min,"Action & Adventure, Comedies, Independent Movies",United Kingdom
s7328,Movie,Locke,Steven Knight,2018-07-15,2013,R,85 min,"Dramas, Independent Movies",United Kingdom
s7329,Movie,Lockout,"James Mather, Steve Saint Leger",2020-05-07,2012,PG-13,95 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",France
s7330,Movie,Loco Love,"Fernando Sariñana, José Luis Gutiérrez",2017-07-30,2017,TV-MA,103 min,"Dramas, Independent Movies, International Movies",Mexico
s7331,Movie,Logan's Run,Michael Anderson,2019-11-01,1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies",United States
s7332,TV Show,LoliRock,Not Given,2018-05-01,2016,TV-Y,2 Seasons,Kids' TV,South Korea
s7333,Movie,Lolita,Stanley Kubrick,2019-11-01,1962,R,153 min,"Classic Movies, Dramas, Romantic Movies",United Kingdom
s7334,TV Show,London Spy,Jakob Verbruggen,2017-03-31,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",United Kingdom
s7335,Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier",2017-11-12,2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals",Canada
s7336,Movie,"Look Out, Officer",Sze Yu Lau,2018-08-16,1990,TV-14,88 min,"Action & Adventure, Comedies, International Movies",Hong Kong
s7337,Movie,Look Who's Back,David Wnendt,2016-04-09,2015,NR,116 min,"Comedies, International Movies",Germany
s7338,Movie,Lorai: Play to Live,Parambrata Chatterjee,2017-09-01,2015,TV-14,155 min,"Dramas, International Movies, Sports Movies",India
s7339,TV Show,Los 10 años de Peter Capusotto,Not Given,2018-06-29,2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",South Korea
s7340,Movie,Los Niños Héroes de Chapultepec,Ignacio López Escrivá,2017-12-15,2017,TV-14,88 min,"Documentaries, International Movies",Not Given
s7341,TV Show,Los tiempos de Pablo Escobar,Alessandro Angulo,2018-08-01,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Colombia
s7342,Movie,Losing Sight of Shore,Sarah Moshman,2017-05-01,2017,TV-14,92 min,"Documentaries, Sports Movies",United States
s7343,TV Show,Lost Girl,Not Given,2016-04-17,2015,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",Canada
s7344,TV Show,Love Cuisine,Not Given,2016-08-01,2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Taiwan
s7345,Movie,Love Dot Com: The Social Experiment,Charneice Fox,2020-02-17,2019,TV-MA,98 min,"Comedies, Romantic Movies",United States
s7346,Movie,Love In A Puff,Pang Ho-cheung,2018-08-01,2010,TV-MA,103 min,"Comedies, Dramas, International Movies",Hong Kong
s7347,Movie,Love Ni Bhavai,Saandeep Patel,2018-05-01,2017,TV-14,163 min,"Comedies, International Movies, Romantic Movies",India
s7348,Movie,Love on Delivery,Stephen Chow,2018-08-16,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies",Hong Kong
s7349,TV Show,Love Rain,Not Given,2018-05-01,2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",South Korea
s7350,TV Show,Love Rhythms - Accidental Daddy,Not Given,2018-06-18,2016,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",United States
s7351,Movie,Love Shot,Steven Fine,2019-07-15,2018,TV-MA,77 min,"Dramas, Thrillers",United States
s7352,Movie,Love Station,Ahmad Samir Farag,2019-04-25,2011,TV-14,97 min,"Comedies, International Movies, Romantic Movies",Egypt
s7353,Movie,Love You... Love You Not,Sridhar Jetty,2019-01-05,2015,TV-14,115 min,"Comedies, International Movies, Romantic Movies",Indonesia
s7354,TV Show,Love Your Garden,Not Given,2019-07-26,2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",United Kingdom
s7355,Movie,"Love, Rosie",Christian Ditter,2019-11-20,2014,R,103 min,"Comedies, International Movies, Romantic Movies",Germany
s7356,Movie,LoveTrue,Alma Har'el,2017-05-07,2016,TV-MA,82 min,Documentaries,United States
s7357,Movie,Loving Annabelle,Katherine Brooks,2018-07-01,2006,TV-MA,77 min,"Dramas, Independent Movies, LGBTQ Movies",United States
s7358,Movie,Loving You,Johnnie To,2018-08-16,1995,TV-14,79 min,"Dramas, International Movies",Hong Kong
s7359,Movie,Lucha: Playing the Impossible,Ana Quiroga,2018-07-15,2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies",Argentina
s7360,TV Show,Lucky Days,Not Given,2016-09-01,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",China
s7361,Movie,Lucky: No Time for Love,"Radhika Rao, Vinay Sapru",2017-11-15,2005,TV-14,131 min,"Dramas, International Movies, Romantic Movies",India
s7362,Movie,Lupt,Prabhuraj,2019-04-05,2018,TV-14,110 min,"Horror Movies, International Movies, Thrillers",India
s7363,Movie,Lusers,Ticoy Rodriguez,2016-07-15,2015,TV-MA,100 min,"Comedies, International Movies, Sports Movies",Argentina
s7364,Movie,Ma Chu Ka,Jayan Vannery,2018-07-01,2017,TV-14,117 min,"International Movies, Thrillers",India
s7365,Movie,Maacher Jhol,Pratim D. Gupta,2018-01-01,2017,TV-PG,107 min,"Dramas, International Movies",India
s7366,Movie,Mac & Devin Go to High School,Dylan C. Brown,2016-04-20,2012,R,76 min,Comedies,United States
s7367,Movie,Macchli Jal Ki Rani Hai,Debaloy Dey,2017-10-15,2014,TV-MA,118 min,"Horror Movies, International Movies",India
s7368,Movie,Mad Max,George Miller,2020-08-01,1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies",Australia
s7369,TV Show,Mad Men,Not Given,2015-03-22,2014,TV-14,7 Seasons,TV Dramas,United States
s7370,Movie,Mad Money,"Callie Khouri, Jesse V. Johnson",2019-11-01,2008,PG-13,99 min,Comedies,United States
s7371,Movie,Mad Ron's Prevues from Hell,Jim Monaco,2010-11-01,1987,NR,84 min,"Cult Movies, Horror Movies",United States
s7372,Movie,Mad World,Chun Wong,2018-09-20,2016,TV-MA,102 min,"Dramas, International Movies",Hong Kong
s7373,Movie,Madaari,Nishikant Kamat,2017-02-17,2016,TV-14,134 min,"Dramas, Independent Movies, International Movies",India
s7374,Movie,Maddman: The Steve Madden Story,Ben Patterson,2018-01-01,2017,TV-MA,78 min,Documentaries,United States
s7375,Movie,Madre,Aaron Burns,2017-08-26,2016,TV-MA,95 min,"International Movies, Thrillers",Chile
s7376,TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,2019-03-31,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies",Italy
s7377,TV Show,Magi: Adventure of Sinbad,Not Given,2016-07-14,2016,TV-14,1 Season,"Anime Series, International TV Shows",Japan
s7378,Movie,Magic Snowflake,Luc Vinciguerra,2015-12-20,2013,TV-Y,73 min,Children & Family Movies,France
s7379,Movie,Magnetic,Thierry Donard,2020-06-12,2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies",France
s7380,Movie,Magnus,Benjamin Ree,2017-02-22,2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies",Norway
s7381,Movie,Mahabharat,Amaan Khan,2018-08-01,2013,TV-14,119 min,"Action & Adventure, Dramas, International Movies",India
s7382,TV Show,Maharakshak Devi,Not Given,2017-04-15,2015,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",India
s7383,TV Show,Maharakshak: Aryan,Not Given,2017-04-01,2014,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",India
s7384,TV Show,Mahi Way,Not Given,2018-03-01,2010,TV-14,1 Season,"International TV Shows, TV Comedies",India
s7385,Movie,Mahjong Heroes,Li Pei-Chuan,2018-08-16,1981,TV-PG,92 min,"Comedies, International Movies",Hong Kong
s7386,TV Show,Mahmut & Meryem,Not Given,2016-12-26,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Turkey
s7387,Movie,Maine Pyaar Kyun Kiya,David Dhawan,2019-12-31,2005,TV-14,137 min,"Comedies, International Movies, Music & Musicals",India
s7388,Movie,Maine Pyar Kiya,Sooraj R. Barjatya,2018-01-01,1989,TV-PG,192 min,"Dramas, International Movies, Music & Musicals",India
s7389,Movie,Mala Kahich Problem Nahi,Sameer Vidwans,2018-11-15,2017,TV-PG,132 min,"Dramas, International Movies",India
s7390,Movie,Malicious,Michael Winnick,2019-02-01,2018,TV-MA,91 min,Horror Movies,United States
s7391,Movie,Man of Tai Chi,Keanu Reeves,2018-07-26,2013,R,105 min,"Action & Adventure, Dramas",United States
s7392,Movie,Man Up,Ben Palmer,2018-09-04,2015,R,88 min,"Comedies, International Movies, Romantic Movies",United Kingdom
s7393,TV Show,Man vs Wild with Sunny Leone,Not Given,2018-12-01,2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure",United States
s7394,Movie,Mandi,Shyam Benegal,2020-01-01,1983,TV-MA,155 min,"Dramas, Independent Movies, International Movies",India
s7395,Movie,Mandobasar Galpo,Tathagata Banerjee,2018-04-01,2017,TV-14,103 min,"Dramas, International Movies, Romantic Movies",India
s7396,Movie,Manglehorn,David Gordon Green,2017-04-16,2014,PG-13,97 min,"Dramas, Independent Movies",United States
s7397,Movie,Mango Dreams,John Upchurch,2018-03-15,2016,TV-14,92 min,"Dramas, Independent Movies",United States
s7398,Movie,Manhattan Romance,Tom O'Brien,2017-09-08,2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",United States
s7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,2018-01-15,2017,TV-MA,89 min,"Documentaries, International Movies",United Kingdom
s7400,Movie,Mansfield Park,Patricia Rozema,2020-01-01,1999,PG-13,112 min,"Comedies, Dramas, International Movies",United Kingdom
s7401,Movie,Mantostaan,Rahat Kazmi,2017-12-15,2017,TV-MA,75 min,"Dramas, Independent Movies, International Movies",India
s7402,Movie,Mantra,Nicholas Kharkongor,2017-12-15,2017,TV-14,89 min,"Dramas, Independent Movies, International Movies",India
s7403,Movie,Mara,Clive Tonge,2019-01-05,2017,TV-MA,99 min,"Horror Movies, Thrillers",United Kingdom
s7404,Movie,Marauders,Steven C. Miller,2020-12-01,2016,R,107 min,Action & Adventure,Canada
s7405,TV Show,Marching Orders,Not Given,2018-08-03,2018,TV-14,1 Season,Docuseries,United States
s7406,Movie,Mark Gatiss: A Study in Sherlock,Nathan Landeg,2016-05-01,2016,TV-14,29 min,Movies,Not Given
s7408,Movie,Maroon,Pulkit,2017-02-01,2016,TV-MA,94 min,"Dramas, Independent Movies, International Movies",India
s7409,TV Show,Married at First Sight,Not Given,2020-04-13,2019,TV-14,1 Season,"Reality TV, Romantic TV Shows",United States
